NIS;Categoria;Consumo;Mes
0434-0090;BT RESIDENCIAL;146;Mayo
0434-0110;BT RESIDENCIAL;217;Mayo
0434-0130;BT RESIDENCIAL;159;Mayo
0434-0140;BT RESIDENCIAL;192;Mayo
0434-0150;BT RESIDENCIAL;102;Mayo
0434-0160;BT RESIDENCIAL;93;Mayo
0434-0165;BT RESIDENCIAL;213;Mayo
0434-0170;BT RESIDENCIAL;263;Mayo
0434-0171;BT RESIDENCIAL;70;Mayo
0434-0172;BT RESIDENCIAL;222;Mayo
0434-0173;BT RESIDENCIAL;273;Mayo
0434-0180;BT RESIDENCIAL;214;Mayo
0434-0191;BT RESIDENCIAL;466;Mayo
0434-0192;BT RESIDENCIAL;100;Mayo
0434-0193;BT RESIDENCIAL;196;Mayo
0434-0240;BT RESIDENCIAL;260;Mayo
0434-0250;BT RESIDENCIAL;58;Mayo
0434-0260;BT RESIDENCIAL;405;Mayo
0434-0270;BT RESIDENCIAL;228;Mayo
0434-0275;BT RESIDENCIAL;227;Mayo
0434-0280;BT RESIDENCIAL;148;Mayo
0434-0290;BT RESIDENCIAL;201;Mayo
0434-0300;BT RESIDENCIAL;30;Mayo
0434-0310;BT RESIDENCIAL;120;Mayo
0434-0315;BT RESIDENCIAL;233;Mayo
0434-0320;BT RESIDENCIAL;174;Mayo
0434-0330;BT RESIDENCIAL;207;Mayo
0434-0331;BT RESIDENCIAL;88;Mayo
0434-0340;BT RESIDENCIAL;197;Mayo
0440-0035;BT RESIDENCIAL;404;Mayo
0440-0046;BT RESIDENCIAL;339;Mayo
0440-0055;BT RESIDENCIAL;98;Mayo
0440-0085;BT RESIDENCIAL;430;Mayo
0440-0087;BT RESIDENCIAL;479;Mayo
0440-0095;BT RESIDENCIAL;391;Mayo
0440-0100;BT RESIDENCIAL;463;Mayo
0440-0104;BT RESIDENCIAL;316;Mayo
0440-0110;BT RESIDENCIAL;375;Mayo
0440-0112;BT RESIDENCIAL;264;Mayo
0440-0120;BT RESIDENCIAL;264;Mayo
0440-0130;BT RESIDENCIAL;176;Mayo
0440-0140;BT RESIDENCIAL;362;Mayo
0440-0141;BT RESIDENCIAL;260;Mayo
0440-0150;BT RESIDENCIAL;199;Mayo
0440-0151;BT RESIDENCIAL;667;Mayo
0440-0160;BT RESIDENCIAL;347;Mayo
0440-0170;BT RESIDENCIAL;490;Mayo
0440-0180;BT RESIDENCIAL;295;Mayo
0440-0190;BT RESIDENCIAL;840;Mayo
0440-0200;BT RESIDENCIAL;993;Mayo
0440-0205;BT RESIDENCIAL;546;Mayo
0440-0225;BT RESIDENCIAL;690;Mayo
0440-0235;BT RESIDENCIAL;770;Mayo
0440-0245;BT RESIDENCIAL;248;Mayo
0440-0255;BT GENERAL;2884;Mayo
0440-0260;BT RESIDENCIAL;275;Mayo
0440-0280;BT GENERAL;1936;Mayo
0440-0300;BT RESIDENCIAL;53;Mayo
0440-0305;BT RESIDENCIAL;1027;Mayo
0440-0310;BT RESIDENCIAL;311;Mayo
0440-0320;BT GENERAL;510;Mayo
0440-0350;BT RESIDENCIAL;3434;Mayo
0441-0010;BT RESIDENCIAL;461;Mayo
0441-0020;BT RESIDENCIAL;492;Mayo
0441-0030;BT RESIDENCIAL;327;Mayo
0441-0040;BT RESIDENCIAL;157;Mayo
0441-0045;BT RESIDENCIAL;669;Mayo
0441-0055;BT RESIDENCIAL;63;Mayo
0441-0060;BT RESIDENCIAL;335;Mayo
0441-0070;BT RESIDENCIAL;519;Mayo
0441-0075;BT RESIDENCIAL;260;Mayo
0441-0080;BT RESIDENCIAL;229;Mayo
0441-0085;BT RESIDENCIAL;246;Mayo
0441-0090;BT RESIDENCIAL;340;Mayo
0441-0110;BT RESIDENCIAL;638;Mayo
0441-0115;BT RESIDENCIAL;167;Mayo
0441-0120;BT RESIDENCIAL;316;Mayo
0442-0020;BT RESIDENCIAL;518;Mayo
0442-0025;BT RESIDENCIAL;481;Mayo
0442-0045;BT GENERAL;459;Mayo
0443-0015;BT RESIDENCIAL;395;Mayo
0443-0030;BT RESIDENCIAL;526;Mayo
0443-0040;BT RESIDENCIAL;569;Mayo
0443-0045;BT RESIDENCIAL;203;Mayo
0443-0050;BT RESIDENCIAL;425;Mayo
0443-0110;BT RESIDENCIAL;241;Mayo
0443-0120;BT RESIDENCIAL;290;Mayo
0443-0145;MT INDUSTRIAL;7426;Mayo
0443-0160;BT RESIDENCIAL;685;Mayo
0443-0170;BT RESIDENCIAL;445;Mayo
0443-0195;BT RESIDENCIAL;906;Mayo
0443-0200;BT RESIDENCIAL;610;Mayo
0450-0005;BT GENERAL;260;Mayo
0450-0010;BT RESIDENCIAL;677;Mayo
0450-0021;BT RESIDENCIAL;377;Mayo
0450-0026;BT RESIDENCIAL;243;Mayo
0450-0027;BT RESIDENCIAL;552;Mayo
0450-0028;BT RESIDENCIAL;39;Mayo
0450-0030;BT RESIDENCIAL;120;Mayo
0450-0031;BT SOCIAL;15;Mayo
0475-0025;BT RESIDENCIAL;1367;Mayo
0475-0030;BT RESIDENCIAL;751;Mayo
0475-0035;BT RESIDENCIAL;458;Mayo
0475-0050;BT RESIDENCIAL;327;Mayo
0475-0070;BT SOCIAL;35;Mayo
0476-0030;BT RESIDENCIAL;686;Mayo
0475-0080;BT RESIDENCIAL;1109;Mayo
0475-0100;BT SOCIAL;15;Mayo
0475-0110;BT RESIDENCIAL;264;Mayo
0475-0160;BT RESIDENCIAL;817;Mayo
0476-0050;BT RESIDENCIAL;769;Mayo
0476-0040;BT RESIDENCIAL;844;Mayo
0476-0045;BT RESIDENCIAL;594;Mayo
0476-0055;BT RESIDENCIAL;344;Mayo
0476-0060;BT RESIDENCIAL;1188;Mayo
0476-0075;BT RESIDENCIAL;230;Mayo
0476-0077;BT RESIDENCIAL;509;Mayo
0476-0095;BT RESIDENCIAL;782;Mayo
0476-0100;BT RESIDENCIAL;179;Mayo
0476-0105;BT RESIDENCIAL;1051;Mayo
0476-0110;BT RESIDENCIAL;382;Mayo
0480-0030;BT RESIDENCIAL;152;Mayo
0480-0035;BT RESIDENCIAL;513;Mayo
0480-0046;BT RESIDENCIAL;1215;Mayo
0482-0025;BT RESIDENCIAL;878;Mayo
0480-0040;BT RESIDENCIAL;399;Mayo
0480-0045;BT RESIDENCIAL;293;Mayo
0482-0010;BT RESIDENCIAL;767;Mayo
0482-0060;BT RESIDENCIAL;795;Mayo
0482-0030;BT RESIDENCIAL;387;Mayo
0482-0040;BT RESIDENCIAL;245;Mayo
0482-0045;BT RESIDENCIAL;198;Mayo
0482-0050;BT RESIDENCIAL;183;Mayo
0482-0065;BT RESIDENCIAL;793;Mayo
0482-0066;BT RESIDENCIAL;735;Mayo
0482-0070;BT RESIDENCIAL;837;Mayo
0482-0071;BT RESIDENCIAL;468;Mayo
0485-0030;BT RESIDENCIAL;592;Mayo
0482-0072;BT RESIDENCIAL;528;Mayo
0485-0035;BT RESIDENCIAL;120;Mayo
0485-0045;BT RESIDENCIAL;297;Mayo
0485-0050;BT RESIDENCIAL;651;Mayo
0485-0090;BT RESIDENCIAL;654;Mayo
0485-0055;BT RESIDENCIAL;273;Mayo
0485-0065;BT RESIDENCIAL;1017;Mayo
0485-0080;BT RESIDENCIAL;174;Mayo
0485-0090;BT RESIDENCIAL;630;Mayo
0485-0090;BT RESIDENCIAL;437;Mayo
0485-0091;BT RESIDENCIAL;60;Mayo
0485-0100;BT SOCIAL;51;Mayo
0485-0111;BT RESIDENCIAL;100;Mayo
0485-0113;BT RESIDENCIAL;1146;Mayo
0485-0120;BT RESIDENCIAL;261;Mayo
0485-0121;BT RESIDENCIAL;374;Mayo
0485-0130;BT RESIDENCIAL;376;Mayo
0485-0140;BT RESIDENCIAL;384;Mayo
0485-0141;BT RESIDENCIAL;197;Mayo
0485-0145;BT RESIDENCIAL;283;Mayo
0488-0020;BT RESIDENCIAL;874;Mayo
0488-0025;BT RESIDENCIAL;141;Mayo
0488-0030;BT RESIDENCIAL;555;Mayo
0488-0040;BT RESIDENCIAL;371;Mayo
0488-0050;BT RESIDENCIAL;412;Mayo
0488-0055;BT RESIDENCIAL;260;Mayo
0488-0060;BT RESIDENCIAL;1047;Mayo
0488-0064;BT RESIDENCIAL;407;Mayo
0488-0065;BT RESIDENCIAL;274;Mayo
0488-0070;BT RESIDENCIAL;387;Mayo
0488-0071;BT RESIDENCIAL;730;Mayo
0488-0073;BT RESIDENCIAL;347;Mayo
0490-0010;BT RESIDENCIAL;232;Mayo
0490-0011;BT RESIDENCIAL;475;Mayo
0490-0012;BT RESIDENCIAL;483;Mayo
0490-0025;BT RESIDENCIAL;1083;Mayo
0490-0027;BT RESIDENCIAL;658;Mayo
0490-0035;BT RESIDENCIAL;248;Mayo
0490-0040;BT RESIDENCIAL;306;Mayo
0490-0042;BT RESIDENCIAL;30;Mayo
0490-0050;BT RESIDENCIAL;309;Mayo
0490-0060;BT RESIDENCIAL;527;Mayo
0490-0070;BT RESIDENCIAL;1392;Mayo
0490-0090;BT RESIDENCIAL;1024;Mayo
0490-0095;BT RESIDENCIAL;257;Mayo
0490-0100;BT RESIDENCIAL;125;Mayo
0490-0105;BT RESIDENCIAL;340;Mayo
0490-0120;BT RESIDENCIAL;405;Mayo
0490-0135;BT RESIDENCIAL;336;Mayo
0492-0005;BT RESIDENCIAL;796;Mayo
0492-0010;BT RESIDENCIAL;116;Mayo
0492-0030;BT RESIDENCIAL;669;Mayo
0492-0040;BT RESIDENCIAL;820;Mayo
0492-0041;BT RESIDENCIAL;76;Mayo
0492-0060;BT RESIDENCIAL;407;Mayo
0492-0076;MT GENERAL;9000;Mayo
0492-0062;BT RESIDENCIAL;1033;Mayo
0492-0070;BT RESIDENCIAL;641;Mayo
0495-0020;BT RESIDENCIAL;804;Mayo
0495-0040;BT RESIDENCIAL;481;Mayo
0495-0050;BT RESIDENCIAL;752;Mayo
0495-0060;BT RESIDENCIAL;303;Mayo
0495-0080;BT RESIDENCIAL;46;Mayo
0495-0110;BT RESIDENCIAL;476;Mayo
0499-0020;BT GENERAL;1622;Mayo
0499-0120;BT RESIDENCIAL;519;Mayo
0499-0140;BT RESIDENCIAL;441;Mayo
0499-0210;BT RESIDENCIAL;949;Mayo
0499-0260;BT RESIDENCIAL;726;Mayo
0499-0270;BT RESIDENCIAL;816;Mayo
0499-0420;BT RESIDENCIAL;341;Mayo
0500-0027;BT RESIDENCIAL;833;Mayo
0500-0030;BT GENERAL;471;Mayo
0500-0055;BT RESIDENCIAL;972;Mayo
0500-0065;BT GENERAL;1752;Mayo
0500-0066;BT RESIDENCIAL;474;Mayo
0500-0067;BT RESIDENCIAL;445;Mayo
0500-0068;BT RESIDENCIAL;228;Mayo
0500-0069;BT RESIDENCIAL;460;Mayo
0500-0070;BT RESIDENCIAL;120;Mayo
0500-0071;BT RESIDENCIAL;531;Mayo
0500-0080;BT RESIDENCIAL;214;Mayo
0500-0085;BT SOCIAL;15;Mayo
0500-0090;BT RESIDENCIAL;377;Mayo
0500-0100;BT RESIDENCIAL;1095;Mayo
0500-0110;BT RESIDENCIAL;417;Mayo
0500-0120;BT RESIDENCIAL;5928;Mayo
0500-0156;BT RESIDENCIAL;607;Mayo
0500-0160;BT RESIDENCIAL;664;Mayo
0500-0125;BT RESIDENCIAL;390;Mayo
0500-0145;BT RESIDENCIAL;799;Mayo
0500-0165;BT RESIDENCIAL;500;Mayo
0500-0169;BT RESIDENCIAL;463;Mayo
0500-0170;BT RESIDENCIAL;30;Mayo
0500-0180;BT RESIDENCIAL;931;Mayo
0500-0185;BT RESIDENCIAL;725;Mayo
0500-0205;BT RESIDENCIAL;846;Mayo
0500-0210;BT RESIDENCIAL;1523;Mayo
0500-0230;BT RESIDENCIAL;865;Mayo
0500-0215;BT RESIDENCIAL;920;Mayo
0500-0235;BT RESIDENCIAL;395;Mayo
0500-0245;BT RESIDENCIAL;725;Mayo
0500-0247;BT RESIDENCIAL;147;Mayo
0500-0248;BT RESIDENCIAL;482;Mayo
0500-0250;BT RESIDENCIAL;839;Mayo
0500-0255;BT RESIDENCIAL;460;Mayo
0500-0260;BT RESIDENCIAL;126;Mayo
0500-0285;BT RESIDENCIAL;94;Mayo
0500-0295;BT RESIDENCIAL;296;Mayo
0500-0300;BT RESIDENCIAL;407;Mayo
0500-0325;BT GENERAL;57;Mayo
0500-0330;BT RESIDENCIAL;520;Mayo
0500-0340;BT RESIDENCIAL;100;Mayo
0500-0350;BT RESIDENCIAL;187;Mayo
0500-0360;BT RESIDENCIAL;496;Mayo
0500-0380;BT RESIDENCIAL;544;Mayo
0500-0390;BT RESIDENCIAL;532;Mayo
0500-0400;BT RESIDENCIAL;1662;Mayo
0500-0405;BT RESIDENCIAL;231;Mayo
0500-0450;BT RESIDENCIAL;516;Mayo
0500-0510;BT RESIDENCIAL;806;Mayo
0500-0520;BT RESIDENCIAL;617;Mayo
0500-0540;BT RESIDENCIAL;2446;Mayo
0500-0545;BT RESIDENCIAL;833;Mayo
0500-0560;BT RESIDENCIAL;1003;Mayo
0500-0600;BT RESIDENCIAL;313;Mayo
0501-0020;BT GENERAL;3105;Mayo
0501-0025;BT RESIDENCIAL;290;Mayo
0501-0030;BT RESIDENCIAL;692;Mayo
0501-0045;BT RESIDENCIAL;750;Mayo
0501-0035;BT RESIDENCIAL;488;Mayo
0501-0037;BT RESIDENCIAL;540;Mayo
0501-0041;BT RESIDENCIAL;576;Mayo
0501-0042;BT RESIDENCIAL;209;Mayo
0501-0050;BT RESIDENCIAL;568;Mayo
0501-0055;BT RESIDENCIAL;1068;Mayo
0501-0060;BT RESIDENCIAL;376;Mayo
0501-0070;BT RESIDENCIAL;837;Mayo
0501-0090;BT RESIDENCIAL;1008;Mayo
0501-0100;BT RESIDENCIAL;771;Mayo
0501-0071;BT RESIDENCIAL;368;Mayo
0501-0080;BT GENERAL;900;Mayo
0501-0175;BT RESIDENCIAL;717;Mayo
0501-0250;BT RESIDENCIAL;558;Mayo
0501-0255;BT RESIDENCIAL;524;Mayo
0501-0280;BT RESIDENCIAL;396;Mayo
0501-0295;BT RESIDENCIAL;178;Mayo
0501-0300;BT RESIDENCIAL;1053;Mayo
0501-0305;BT RESIDENCIAL;794;Mayo
0501-0320;BT RESIDENCIAL;597;Mayo
0501-0345;BT GENERAL;1174;Mayo
0502-0010;BT RESIDENCIAL;100542;Mayo
0502-0050;BT RESIDENCIAL;726;Mayo
0502-0070;BT RESIDENCIAL;209;Mayo
0502-0080;BT RESIDENCIAL;488;Mayo
0502-0085;BT RESIDENCIAL;376;Mayo
0502-0095;BT RESIDENCIAL;49;Mayo
0502-0105;BT RESIDENCIAL;1543;Mayo
0502-0110;BT RESIDENCIAL;359;Mayo
0502-0120;BT RESIDENCIAL;202;Mayo
0510-0020;BT RESIDENCIAL;120;Mayo
0510-0050;BT RESIDENCIAL;139;Mayo
0510-0065;BT RESIDENCIAL;110;Mayo
0510-0067;BT RESIDENCIAL;30;Mayo
0510-0068;BT RESIDENCIAL;547;Mayo
0510-0071;BT RESIDENCIAL;405;Mayo
0510-0075;BT RESIDENCIAL;479;Mayo
0510-0077;BT RESIDENCIAL;678;Mayo
0510-0090;BT RESIDENCIAL;130;Mayo
0510-0100;BT RESIDENCIAL;1163;Mayo
0510-0110;BT RESIDENCIAL;909;Mayo
0510-0125;BT RESIDENCIAL;397;Mayo
0510-0130;BT RESIDENCIAL;1395;Mayo
0510-0135;BT RESIDENCIAL;638;Mayo
0510-0150;BT RESIDENCIAL;360;Mayo
0510-0155;BT RESIDENCIAL;558;Mayo
0510-0157;BT RESIDENCIAL;433;Mayo
0510-0160;BT RESIDENCIAL;492;Mayo
0510-0165;BT RESIDENCIAL;281;Mayo
0510-0170;BT RESIDENCIAL;413;Mayo
0510-0174;BT RESIDENCIAL;523;Mayo
0510-0177;BT RESIDENCIAL;30;Mayo
0510-0179;BT RESIDENCIAL;419;Mayo
0510-0182;BT RESIDENCIAL;857;Mayo
0510-0186;BT RESIDENCIAL;977;Mayo
0510-0189;BT RESIDENCIAL;352;Mayo
0510-0190;BT RESIDENCIAL;390;Mayo
0510-0191;BT RESIDENCIAL;357;Mayo
0510-0192;BT RESIDENCIAL;211;Mayo
0510-0193;BT RESIDENCIAL;1214;Mayo
0510-0194;BT RESIDENCIAL;673;Mayo
0510-0334;BT RESIDENCIAL;64;Mayo
0510-0340;BT RESIDENCIAL;1103;Mayo
0510-0342;BT RESIDENCIAL;648;Mayo
0510-0344;BT RESIDENCIAL;501;Mayo
0510-0360;BT RESIDENCIAL;516;Mayo
0510-0361;BT RESIDENCIAL;242;Mayo
0510-0385;BT RESIDENCIAL;499;Mayo
0510-0386;BT RESIDENCIAL;894;Mayo
0510-0420;BT RESIDENCIAL;630;Mayo
0510-0391;BT RESIDENCIAL;280;Mayo
0510-0398;BT RESIDENCIAL;468;Mayo
0510-0423;BT RESIDENCIAL;409;Mayo
0510-0425;BT RESIDENCIAL;90;Mayo
0521-0040;BT RESIDENCIAL;431;Mayo
0521-0041;BT RESIDENCIAL;337;Mayo
0521-0055;BT RESIDENCIAL;735;Mayo
0521-0060;BT RESIDENCIAL;442;Mayo
0521-0070;BT RESIDENCIAL;342;Mayo
0521-0075;BT RESIDENCIAL;392;Mayo
0521-0085;BT RESIDENCIAL;1219;Mayo
0521-0100;BT RESIDENCIAL;812;Mayo
0521-0105;BT RESIDENCIAL;439;Mayo
0521-0108;BT RESIDENCIAL;512;Mayo
0521-0110;BT RESIDENCIAL;1038;Mayo
0521-0115;BT RESIDENCIAL;766;Mayo
0522-0050;BT RESIDENCIAL;252;Mayo
0522-0060;BT RESIDENCIAL;588;Mayo
0522-0075;BT RESIDENCIAL;440;Mayo
0522-0080;BT RESIDENCIAL;406;Mayo
0522-0085;BT RESIDENCIAL;1165;Mayo
0522-0090;BT RESIDENCIAL;468;Mayo
0522-0100;BT RESIDENCIAL;1132;Mayo
0522-0110;BT RESIDENCIAL;120;Mayo
0522-0120;BT RESIDENCIAL;704;Mayo
0522-0123;BT RESIDENCIAL;489;Mayo
0522-0125;BT RESIDENCIAL;1287;Mayo
0522-0135;BT RESIDENCIAL;448;Mayo
0522-0155;BT RESIDENCIAL;640;Mayo
0523-0030;BT RESIDENCIAL;655;Mayo
0523-0040;BT RESIDENCIAL;532;Mayo
0523-0100;BT RESIDENCIAL;1358;Mayo
0523-0110;BT RESIDENCIAL;849;Mayo
0524-0010;BT RESIDENCIAL;210;Mayo
0524-0020;BT RESIDENCIAL;398;Mayo
0524-0025;BT RESIDENCIAL;305;Mayo
0524-0030;BT RESIDENCIAL;73;Mayo
0524-0035;BT RESIDENCIAL;64;Mayo
0524-0050;BT RESIDENCIAL;876;Mayo
0524-0055;BT RESIDENCIAL;151;Mayo
0524-0065;BT RESIDENCIAL;345;Mayo
0524-0090;BT RESIDENCIAL;421;Mayo
0524-0100;BT RESIDENCIAL;500;Mayo
0524-0110;BT RESIDENCIAL;690;Mayo
0524-0115;BT RESIDENCIAL;319;Mayo
0524-0120;BT RESIDENCIAL;304;Mayo
0525-0010;BT RESIDENCIAL;493;Mayo
0525-0015;BT RESIDENCIAL;529;Mayo
0525-0030;BT RESIDENCIAL;355;Mayo
0525-0040;BT RESIDENCIAL;986;Mayo
0525-0045;BT RESIDENCIAL;709;Mayo
0525-0060;BT RESIDENCIAL;411;Mayo
0525-0065;BT RESIDENCIAL;77;Mayo
0525-0070;BT RESIDENCIAL;375;Mayo
0525-0075;BT RESIDENCIAL;453;Mayo
0525-0085;BT RESIDENCIAL;782;Mayo
0525-0100;BT RESIDENCIAL;472;Mayo
0525-0110;BT RESIDENCIAL;238;Mayo
0525-0115;BT RESIDENCIAL;767;Mayo
0526-0010;BT RESIDENCIAL;308;Mayo
0526-0030;BT RESIDENCIAL;435;Mayo
0526-0035;BT RESIDENCIAL;158;Mayo
0526-0045;BT RESIDENCIAL;1614;Mayo
0526-0050;BT RESIDENCIAL;169;Mayo
0526-0055;BT RESIDENCIAL;114;Mayo
0526-0065;BT RESIDENCIAL;389;Mayo
0526-0070;BT RESIDENCIAL;677;Mayo
0526-0075;BT RESIDENCIAL;469;Mayo
0526-0080;BT RESIDENCIAL;835;Mayo
0526-0095;BT RESIDENCIAL;561;Mayo
0526-0100;BT RESIDENCIAL;471;Mayo
0526-0120;BT RESIDENCIAL;268;Mayo
0530-0055;BT RESIDENCIAL;591;Mayo
0526-0130;BT RESIDENCIAL;443;Mayo
0526-0135;BT RESIDENCIAL;779;Mayo
0530-0020;BT RESIDENCIAL;582;Mayo
0530-0030;BT RESIDENCIAL;30;Mayo
0530-0095;BT RESIDENCIAL;690;Mayo
0530-0070;BT RESIDENCIAL;294;Mayo
0530-0080;BT RESIDENCIAL;467;Mayo
0530-0105;BT RESIDENCIAL;524;Mayo
0530-0120;BT RESIDENCIAL;491;Mayo
0530-0165;BT RESIDENCIAL;670;Mayo
0530-0175;BT RESIDENCIAL;120;Mayo
0530-0155;BT RESIDENCIAL;288;Mayo
0530-0160;BT RESIDENCIAL;364;Mayo
0530-0180;BT RESIDENCIAL;326;Mayo
0530-0185;BT RESIDENCIAL;1068;Mayo
0530-0230;BT RESIDENCIAL;285;Mayo
0530-0235;BT RESIDENCIAL;278;Mayo
0530-0240;BT RESIDENCIAL;1111;Mayo
0530-0241;BT RESIDENCIAL;338;Mayo
0530-0250;BT RESIDENCIAL;661;Mayo
0530-0260;BT RESIDENCIAL;295;Mayo
0530-0270;BT RESIDENCIAL;595;Mayo
0530-0275;BT RESIDENCIAL;545;Mayo
0530-0280;BT RESIDENCIAL;594;Mayo
0530-0285;BT GENERAL;30;Mayo
0530-0287;BT RESIDENCIAL;949;Mayo
0530-0330;BT RESIDENCIAL;296;Mayo
0530-0340;BT RESIDENCIAL;457;Mayo
0530-0345;BT RESIDENCIAL;417;Mayo
0530-0350;BT RESIDENCIAL;734;Mayo
0530-0355;BT RESIDENCIAL;463;Mayo
0530-0360;BT RESIDENCIAL;452;Mayo
0530-0365;BT RESIDENCIAL;880;Mayo
0530-0395;BT RESIDENCIAL;670;Mayo
0530-0396;BT RESIDENCIAL;579;Mayo
0530-0397;BT RESIDENCIAL;571;Mayo
0530-0398;BT RESIDENCIAL;946;Mayo
0530-0420;BT RESIDENCIAL;668;Mayo
0530-0405;BT RESIDENCIAL;725;Mayo
0530-0410;BT RESIDENCIAL;999;Mayo
0535-0010;BT RESIDENCIAL;120;Mayo
0535-0025;BT RESIDENCIAL;30;Mayo
0535-0035;BT RESIDENCIAL;485;Mayo
0535-0045;BT RESIDENCIAL;70;Mayo
0535-0095;BT RESIDENCIAL;306;Mayo
0535-0100;BT RESIDENCIAL;556;Mayo
0535-0105;BT RESIDENCIAL;607;Mayo
0535-0130;BT RESIDENCIAL;518;Mayo
0535-0120;BT RESIDENCIAL;167;Mayo
0535-0125;BT RESIDENCIAL;49;Mayo
0535-0145;BT RESIDENCIAL;455;Mayo
0535-0150;BT RESIDENCIAL;931;Mayo
0535-0155;BT RESIDENCIAL;490;Mayo
0540-0005;BT RESIDENCIAL;318;Mayo
0540-0014;BT RESIDENCIAL;441;Mayo
0540-0015;BT RESIDENCIAL;451;Mayo
0540-0050;BT RESIDENCIAL;373;Mayo
0540-0055;BT RESIDENCIAL;1377;Mayo
0540-0135;BT RESIDENCIAL;343;Mayo
0540-0140;BT RESIDENCIAL;635;Mayo
0540-0170;BT RESIDENCIAL;878;Mayo
0540-0180;BT RESIDENCIAL;120;Mayo
0540-0195;BT RESIDENCIAL;1032;Mayo
0540-0210;BT RESIDENCIAL;280;Mayo
0540-0223;BT RESIDENCIAL;198;Mayo
0540-0224;BT RESIDENCIAL;504;Mayo
0540-0225;BT RESIDENCIAL;828;Mayo
0540-0230;BT RESIDENCIAL;1237;Mayo
0540-0250;BT GENERAL;310;Mayo
0540-0255;BT GENERAL;714;Mayo
0540-0265;BT RESIDENCIAL;522;Mayo
0540-0290;BT RESIDENCIAL;1410;Mayo
0540-0300;BT RESIDENCIAL;269;Mayo
0540-0310;BT RESIDENCIAL;893;Mayo
0540-0345;BT RESIDENCIAL;711;Mayo
0540-0350;BT RESIDENCIAL;568;Mayo
0541-0030;BT RESIDENCIAL;545;Mayo
0541-0040;BT RESIDENCIAL;466;Mayo
0541-0060;BT RESIDENCIAL;273;Mayo
0541-0090;BT RESIDENCIAL;236;Mayo
0541-0093;BT RESIDENCIAL;2053;Mayo
0541-0094;BT RESIDENCIAL;504;Mayo
0542-0030;BT RESIDENCIAL;525;Mayo
0542-0050;BT RESIDENCIAL;903;Mayo
0542-0065;BT RESIDENCIAL;497;Mayo
0542-0070;BT RESIDENCIAL;854;Mayo
0542-0080;BT RESIDENCIAL;695;Mayo
0542-0090;BT RESIDENCIAL;1112;Mayo
0542-0105;BT RESIDENCIAL;460;Mayo
0542-0115;BT RESIDENCIAL;267;Mayo
0543-0030;BT RESIDENCIAL;127;Mayo
0543-0050;BT RESIDENCIAL;627;Mayo
0543-0060;BT RESIDENCIAL;458;Mayo
0543-0080;BT RESIDENCIAL;291;Mayo
0543-0085;BT RESIDENCIAL;473;Mayo
0543-0095;BT RESIDENCIAL;235;Mayo
0544-0050;BT RESIDENCIAL;750;Mayo
0543-0100;BT RESIDENCIAL;251;Mayo
0543-0115;BT RESIDENCIAL;121;Mayo
0544-0035;BT RESIDENCIAL;824;Mayo
0544-0045;BT RESIDENCIAL;465;Mayo
0544-0065;BT RESIDENCIAL;704;Mayo
0544-0060;BT RESIDENCIAL;356;Mayo
0544-0075;BT RESIDENCIAL;783;Mayo
0544-0080;BT RESIDENCIAL;510;Mayo
0544-0085;BT RESIDENCIAL;459;Mayo
0544-0105;BT RESIDENCIAL;464;Mayo
0544-0110;BT RESIDENCIAL;1267;Mayo
0544-0130;BT RESIDENCIAL;350;Mayo
0544-0185;BT RESIDENCIAL;459;Mayo
0544-0195;BT RESIDENCIAL;427;Mayo
0544-0200;BT RESIDENCIAL;6085;Mayo
0545-0055;BT RESIDENCIAL;688;Mayo
0545-0065;BT RESIDENCIAL;471;Mayo
0545-0075;BT RESIDENCIAL;749;Mayo
0545-0080;BT RESIDENCIAL;372;Mayo
0545-0095;BT RESIDENCIAL;660;Mayo
0545-0100;BT RESIDENCIAL;314;Mayo
0545-0105;BT RESIDENCIAL;882;Mayo
0545-0110;BT RESIDENCIAL;653;Mayo
0545-0115;BT RESIDENCIAL;119;Mayo
0545-0120;BT RESIDENCIAL;716;Mayo
0545-0130;BT RESIDENCIAL;575;Mayo
0546-0030;BT RESIDENCIAL;542;Mayo
0546-0035;BT RESIDENCIAL;944;Mayo
0546-0040;BT RESIDENCIAL;514;Mayo
0546-0050;BT RESIDENCIAL;308;Mayo
0546-0120;MT GENERAL;9000;Mayo
0547-0085;BT RESIDENCIAL;538;Mayo
0547-0095;BT RESIDENCIAL;543;Mayo
0547-0115;BT RESIDENCIAL;404;Mayo
0547-0120;BT RESIDENCIAL;425;Mayo
0547-0125;BT RESIDENCIAL;290;Mayo
0547-0140;BT RESIDENCIAL;311;Mayo
0547-0165;BT RESIDENCIAL;732;Mayo
0547-0145;BT RESIDENCIAL;348;Mayo
0547-0150;BT RESIDENCIAL;909;Mayo
0547-0160;BT RESIDENCIAL;522;Mayo
0547-0175;BT RESIDENCIAL;840;Mayo
0548-0040;BT RESIDENCIAL;1002;Mayo
0548-0030;BT RESIDENCIAL;344;Mayo
0548-0035;BT RESIDENCIAL;730;Mayo
0548-0045;BT RESIDENCIAL;198;Mayo
0548-0065;BT RESIDENCIAL;1187;Mayo
0548-0070;BT RESIDENCIAL;990;Mayo
0548-0060;BT RESIDENCIAL;998;Mayo
0548-0100;BT RESIDENCIAL;488;Mayo
0548-0110;BT RESIDENCIAL;147;Mayo
0548-0130;BT RESIDENCIAL;482;Mayo
